TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Theft from Vehicle,2021,5,15,14,0,3XX E 54TH AVE,Sunset,492758.0985,5452034.02
Theft from Vehicle,2021,6,17,6,25,3XX E 60TH AVE,Sunset,492724.3824,5451445.1
Theft from Vehicle,2021,8,16,16,0,3XX E 63RD AVE,Sunset,492705.6668,5451199.816
Theft from Vehicle,2021,5,2,17,0,3XX E 63RD AVE,Sunset,492725.6501,5451206.916
Theft from Vehicle,2021,2,13,14,0,3XX E 64TH AVE,Sunset,492748.616,5451091.148
Theft from Vehicle,2021,6,8,20,0,3XX E 64TH AVE,Sunset,492817.1309,5451097.395
Theft from Vehicle,2021,7,25,19,0,3XX E 6TH AVE,Mount Pleasant,492880.1439,5456965.552
Theft from Vehicle,2021,2,21,23,0,3XX E 7TH AVE,Mount Pleasant,492844.2698,5456875.343
Theft from Vehicle,2021,1,6,10,25,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.39
Theft from Vehicle,2021,5,8,15,0,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.39
Theft from Vehicle,2021,10,10,16,0,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.39
Theft from Vehicle,2021,1,21,10,0,3XX E CORDOVA ST,Strathcona,492910.2192,5458832.934
Theft from Vehicle,2021,11,24,16,0,3XX E CORDOVA ST,Strathcona,492913.1934,5458832.835
Theft from Vehicle,2021,1,9,5,0,3XX E HASTINGS ST,Strathcona,492946.213,5458727.73
Theft from Vehicle,2021,10,2,1,5,3XX E HASTINGS ST,Strathcona,492970.968,5458726.996
Theft from Vehicle,2021,1,12,7,0,3XX E KENT AVE N,Sunset,492754.9336,5450530.65
Theft from Vehicle,2021,5,29,11,44,3XX E KENT AVE S,Sunset,492760.3789,5450493.137
Theft from Vehicle,2021,1,16,18,0,3XX E PENDER ST,Strathcona,492929.588,5458619.91
Theft from Vehicle,2021,12,8,21,15,3XX E PENDER ST,Strathcona,492929.588,5458619.91
Theft from Vehicle,2021,7,7,6,0,3XX E WATERFRONT RD,Strathcona,492909.898,5459160.858
Theft from Vehicle,2021,6,13,4,0,3XX E WOODSTOCK AVE,Riley Park,492775.9377,5453428.47
Theft from Vehicle,2021,8,22,20,30,3XX E WOODSTOCK AVE,Riley Park,492913.9842,5453426.583
Theft from Vehicle,2021,11,1,14,0,3XX GORE AVE,Strathcona,492907.2841,5458832.946
Theft from Vehicle,2021,11,7,8,28,3XX GORE AVE,Strathcona,492907.2841,5458832.946
Theft from Vehicle,2021,2,17,14,0,3XX GRANVILLE ST,Central Business District,491733.9029,5459199.441
Theft from Vehicle,2021,6,9,7,30,3XX GRANVILLE ST,Central Business District,491779.1428,5459232.03
Theft from Vehicle,2021,12,31,19,16,3XX HELMCKEN ST,Central Business District,491228.2008,5458096.462
Theft from Vehicle,2021,3,28,15,30,3XX HOMER ST,Central Business District,491963.2707,5458993.334
Theft from Vehicle,2021,3,15,17,45,3XX HOWE ST,Central Business District,491685.9442,5459284.519
Theft from Vehicle,2021,10,12,5,45,3XX HOWE ST,Central Business District,491686.3105,5459284.877
Theft from Vehicle,2021,10,10,14,10,3XX HOWE ST,Central Business District,491712.3401,5459323.201
Theft from Vehicle,2021,7,18,8,30,3XX HOWE ST,Central Business District,491721.5616,5459319.436
Theft from Vehicle,2021,9,11,19,30,3XX HOWE ST,Central Business District,491721.5616,5459319.436
Theft from Vehicle,2021,1,4,23,0,3XX INDUSTRIAL AVE,Strathcona,492887.0343,5457452.038
Theft from Vehicle,2021,9,8,6,20,3XX INDUSTRIAL AVE,Strathcona,492887.0343,5457452.038
Theft from Vehicle,2021,11,21,20,0,3XX KEEFER ST,Strathcona,493005.2732,5458517.811
Theft from Vehicle,2021,3,11,1,0,3XX MAIN ST,Strathcona,492755.1141,5458755.89
Theft from Vehicle,2021,3,1,1,0,3XX N GARDEN DR,Grandview-Woodland,495798.0016,5459492.674
Theft from Vehicle,2021,9,21,22,39,3XX POWELL ST,Strathcona,492965.4059,5458940.74
Theft from Vehicle,2021,1,14,21,0,3XX PRINCESS AVE,Strathcona,493355.6074,5458818.775
Theft from Vehicle,2021,10,22,16,20,3XX RAILWAY ST,Strathcona,492963.5452,5459098.489
Theft from Vehicle,2021,2,6,0,0,3XX RENFREW ST,Hastings-Sunrise,496795.6928,5458789.324
Theft from Vehicle,2021,1,21,22,32,3XX ROBSON ST,Central Business District,491559.6963,5458460.736
Theft from Vehicle,2021,11,25,0,30,3XX ROBSON ST,Central Business District,491559.6963,5458460.736
Theft from Vehicle,2021,1,10,0,45,3XX SE MARINE DR,Sunset,492774.2685,5450882.576
Theft from Vehicle,2021,2,22,13,0,3XX SE MARINE DR,Sunset,492774.2685,5450882.576
Theft from Vehicle,2021,2,4,17,0,3XX SEMLIN DR,Grandview-Woodland,495376.4359,5458728.614
Theft from Vehicle,2021,6,19,7,45,3XX SW MARINE DR,Marpole,491764.71,5450970.802
Theft from Vehicle,2021,11,30,8,0,3XX TERMINAL AVE,Strathcona,492876.0374,5457737.269
Theft from Vehicle,2021,11,15,7,0,3XX TERMINAL AVE,Strathcona,492886.3906,5457734.629
Theft from Vehicle,2021,1,12,17,0,3XX UNION ST,Strathcona,492996.2262,5458316.501
Theft from Vehicle,2021,8,25,0,0,3XX VERNON DR,Strathcona,494240.5976,5458836.547
Theft from Vehicle,2021,8,2,0,0,3XX VERNON DR,Strathcona,494249.6896,5458833.893
Theft from Vehicle,2021,10,15,12,30,3XX VICTORIA DR,Grandview-Woodland,495236.1738,5458796.074
Theft from Vehicle,2021,6,12,9,0,3XX W 10TH AVE,Mount Pleasant,491812.6576,5456605.677
Theft from Vehicle,2021,8,2,21,0,3XX W 13TH AVE,Mount Pleasant,491794.9813,5456294.282
Theft from Vehicle,2021,11,22,23,0,3XX W 13TH AVE,Mount Pleasant,491890.8878,5456291.162
Theft from Vehicle,2021,5,5,22,0,3XX W 13TH AVE,Mount Pleasant,491912.8093,5456290.448
Theft from Vehicle,2021,10,16,20,0,3XX W 13TH AVE,Mount Pleasant,491912.8093,5456290.448
Theft from Vehicle,2021,8,24,7,0,3XX W 14TH AVE,Mount Pleasant,491779.3232,5456225.64
Theft from Vehicle,2021,9,24,0,1,3XX W 14TH AVE,Mount Pleasant,491876.6361,5456223.038
Theft from Vehicle,2021,5,22,20,0,3XX W 14TH AVE,Mount Pleasant,491907.9101,5456213.069
Theft from Vehicle,2021,9,4,2,0,3XX W 15TH AVE,Mount Pleasant,491849.8455,5456121.377
Theft from Vehicle,2021,8,11,10,0,3XX W 15TH AVE,Mount Pleasant,491877.0811,5456110.973
Theft from Vehicle,2021,2,7,9,3,3XX W 18TH AVE,Riley Park,491883.1917,5455791.286
Theft from Vehicle,2021,3,12,20,18,3XX W 1ST AVE,Mount Pleasant,491735.3322,5457291.742
Theft from Vehicle,2021,2,16,0,0,3XX W 1ST AVE,Mount Pleasant,491809.0154,5457347.248
Theft from Vehicle,2021,5,13,9,0,3XX W 1ST AVE,Mount Pleasant,491868.2492,5457417.546
Theft from Vehicle,2021,4,2,20,0,3XX W 20TH AVE,Riley Park,491808.7074,5455571.267
Theft from Vehicle,2021,9,18,23,0,3XX W 20TH AVE,Riley Park,491808.7074,5455571.267
Theft from Vehicle,2021,9,5,0,0,3XX W 20TH AVE,Riley Park,491901.2454,5455568.485
Theft from Vehicle,2021,4,21,20,0,3XX W 26TH AVE,Riley Park,491890.1265,5455020.405
Theft from Vehicle,2021,8,21,19,0,3XX W 4TH AVE,Mount Pleasant,491933.5764,5457191.571
Theft from Vehicle,2021,11,24,16,0,3XX W 59TH AVE,Marpole,491814.8202,5451577.179
Theft from Vehicle,2021,3,5,17,0,3XX W 59TH AVE,Marpole,491852.9632,5451576.583
Theft from Vehicle,2021,3,6,1,0,3XX W 59TH AVE,Marpole,491867.6335,5451576.353
Theft from Vehicle,2021,4,13,18,0,3XX W 5TH AVE,Mount Pleasant,491928.9142,5457103.963
Theft from Vehicle,2021,11,3,11,55,3XX W 5TH AVE,Mount Pleasant,491928.9142,5457103.963
Theft from Vehicle,2021,9,17,3,30,3XX W 64TH AVE,Marpole,491722.6084,5451136.745
Theft from Vehicle,2021,7,9,9,0,3XX W 7TH AVE,Mount Pleasant,491862.3378,5456894.104
Theft from Vehicle,2021,9,22,17,0,3XX W 7TH AVE,Mount Pleasant,491867.9019,5456893.969
Theft from Vehicle,2021,9,20,10,0,3XX W 7TH AVE,Mount Pleasant,491887.392,5456902.643
Theft from Vehicle,2021,8,6,13,0,3XX W BROADWAY AVE,Mount Pleasant,491877.3813,5456721.03
Theft from Vehicle,2021,2,12,8,30,3XX W GEORGIA ST,Central Business District,491651.5653,5458615.151
Theft from Vehicle,2021,2,12,9,40,3XX W GEORGIA ST,Central Business District,491651.5653,5458615.151
Theft from Vehicle,2021,3,29,10,30,3XX W GEORGIA ST,Central Business District,491651.5653,5458615.151
Theft from Vehicle,2021,5,19,19,55,3XX W GEORGIA ST,Central Business District,491651.5653,5458615.151
Theft from Vehicle,2021,11,17,6,0,3XX W GEORGIA ST,Central Business District,491651.5653,5458615.151
Theft from Vehicle,2021,9,1,16,50,3XX W GEORGIA ST,Central Business District,491683.2329,5458582.494
Theft from Vehicle,2021,9,14,21,30,3XX W HASTINGS ST,Central Business District,491948.1358,5458958.265
Theft from Vehicle,2021,11,13,1,56,3XX WATER ST,Central Business District,491975.9409,5459104.534
Theft from Vehicle,2021,12,28,16,0,3XX WATER ST,Central Business District,491975.9409,5459104.534
Theft from Vehicle,2021,6,12,22,0,3XX WATER ST,Central Business District,492076.9246,5459065.574
Theft from Vehicle,2021,10,11,0,30,3XX WETHERSFIELD DR,Oakridge,491672.5081,5452405.351
Theft from Vehicle,2021,7,2,13,0,40XX BEATRICE ST,Kensington-Cedar Cottage,495111.7104,5455107.831
Theft from Vehicle,2021,2,15,12,0,40XX BLENHEIM ST,Dunbar-Southlands,487007.3996,5455366.241
Theft from Vehicle,2021,6,20,20,0,40XX CAMBIE ST,South Cambie,491599.5544,5455241.792
Theft from Vehicle,2021,10,15,7,5,40XX CASSIAR ST,Renfrew-Collingwood,497743.6877,5455111.689
Theft from Vehicle,2021,11,15,1,0,40XX KNIGHT ST,Kensington-Cedar Cottage,494475.7048,5455098.125
Theft from Vehicle,2021,4,7,20,0,40XX KNIGHT ST,Kensington-Cedar Cottage,494475.9578,5455120.96
Theft from Vehicle,2021,12,8,18,0,40XX KNIGHT ST,Kensington-Cedar Cottage,494475.9578,5455120.96
Theft from Vehicle,2021,5,27,11,30,40XX MAIN ST,Riley Park,492649.6559,5455147.994
Theft from Vehicle,2021,9,18,18,0,40XX MILLER ST,Kensington-Cedar Cottage,495011.5016,5455142.797
Theft from Vehicle,2021,6,15,17,0,40XX PERRY ST,Kensington-Cedar Cottage,494817.1231,5455182.01
Theft from Vehicle,2021,6,20,21,0,40XX PRINCE ALBERT ST,Kensington-Cedar Cottage,493616.7011,5455155.945
Theft from Vehicle,2021,6,28,23,0,40XX PUGET DR,Dunbar-Southlands,487521.7003,5455375.578
Theft from Vehicle,2021,9,4,4,15,40XX PUGET DR,Dunbar-Southlands,487537.6212,5455347.636
Theft from Vehicle,2021,9,1,0,0,40XX SLOCAN ST,Renfrew-Collingwood,496391.903,5455110.93
Theft from Vehicle,2021,1,25,23,0,40XX SPRINGTREE DR,Arbutus Ridge,488804.3363,5455261.473
Theft from Vehicle,2021,12,4,11,30,40XX SPRINGTREE DR,Arbutus Ridge,488804.358,5455268.925
Theft from Vehicle,2021,6,30,1,0,40XX ST GEORGE ST,Riley Park,493150.9286,5455160.265
Theft from Vehicle,2021,12,11,12,45,40XX STANLEY PARK DR,Stanley Park,490034.2597,5461875.346
Theft from Vehicle,2021,9,4,21,0,40XX W 11TH AVE,West Point Grey,485800.5213,5456681.65
Theft from Vehicle,2021,1,28,0,0,40XX W 13TH AVE,West Point Grey,485728.4792,5456474.29
Theft from Vehicle,2021,6,20,22,0,40XX W 15TH AVE,West Point Grey,485756.589,5456267.526
Theft from Vehicle,2021,8,2,11,3,40XX W 15TH AVE,West Point Grey,485870.4633,5456264.421
Theft from Vehicle,2021,8,3,17,0,40XX W 19TH AVE,Dunbar-Southlands,485832.9854,5455884.554
Theft from Vehicle,2021,8,15,22,30,40XX W 28TH AVE,Dunbar-Southlands,485900.9956,5454945.31
Theft from Vehicle,2021,6,10,1,0,40XX W 30TH AVE,Dunbar-Southlands,485811.4257,5454743.546
Theft from Vehicle,2021,10,31,21,0,40XX W 30TH AVE,Dunbar-Southlands,485850.6005,5454734.092
Theft from Vehicle,2021,10,15,17,0,40XX W 31ST AVE,Dunbar-Southlands,485733.2412,5454629.06
Theft from Vehicle,2021,7,4,1,0,40XX W 33RD AVE,Dunbar-Southlands,485896.3643,5454428.148
Theft from Vehicle,2021,8,20,22,0,40XX W 33RD AVE,Dunbar-Southlands,485896.3643,5454428.148
Theft from Vehicle,2021,1,23,16,0,40XX W 34TH AVE,Dunbar-Southlands,485891.0291,5454311.788
Theft from Vehicle,2021,6,22,21,50,40XX W 39TH AVE,Dunbar-Southlands,485848.1337,5453755.953
Theft from Vehicle,2021,10,15,23,30,40XX WELWYN ST,Kensington-Cedar Cottage,494916.1263,5455088.801
Theft from Vehicle,2021,5,10,0,0,40XX WINDERMERE ST,Renfrew-Collingwood,497339.443,5455024.368
Theft from Vehicle,2021,7,6,7,0,41XX ALEXANDRA ST,Shaughnessy,489705.7296,5455103.385
Theft from Vehicle,2021,12,3,22,0,41XX ARBUTUS ST,Arbutus Ridge,488845.8848,5455218.415
Theft from Vehicle,2021,11,4,20,0,41XX ARBUTUS ST,Arbutus Ridge,488861.6879,5455216.561
Theft from Vehicle,2021,1,21,0,0,41XX BRANT ST,Kensington-Cedar Cottage,495783.6892,5455108.736
Theft from Vehicle,2021,5,13,19,45,41XX CARNARVON ST,Dunbar-Southlands,487419.6939,5455210.986
Theft from Vehicle,2021,7,11,0,0,41XX KAMLOOPS ST,Renfrew-Collingwood,496055.0973,5454915.795
Theft from Vehicle,2021,1,13,7,15,41XX KASLO ST,Renfrew-Collingwood,496576.9288,5455015.574
Theft from Vehicle,2021,12,17,15,53,41XX MAIN ST,Riley Park,492645.4867,5455030.695
Theft from Vehicle,2021,10,2,14,0,41XX MILLER ST,Kensington-Cedar Cottage,495010.9377,5455023.72
Theft from Vehicle,2021,3,30,22,0,41XX PARKWAY DR,Arbutus Ridge,488763.3685,5455210.647
Theft from Vehicle,2021,2,6,5,30,41XX PRINCE EDWARD ST,Riley Park,492960.5277,5455036.939
Theft from Vehicle,2021,2,1,18,30,41XX SALISH DR,Musqueam,485657.8996,5453347.787
Theft from Vehicle,2021,8,12,18,0,41XX SLOCAN ST,Renfrew-Collingwood,496391.7357,5454980.633
Theft from Vehicle,2021,3,2,17,0,41XX SOPHIA ST,Riley Park,492783.5738,5455061.505
Theft from Vehicle,2021,2,25,17,0,41XX SOPHIA ST,Riley Park,492792.0915,5455039.521
Theft from Vehicle,2021,11,11,22,30,41XX ST CATHERINES ST,Kensington-Cedar Cottage,493758.1875,5455033.879
Theft from Vehicle,2021,8,3,9,56,41XX W 10TH AVE,West Point Grey,485545.3858,5456791.584
Theft from Vehicle,2021,5,3,1,0,41XX W 12TH AVE,West Point Grey,485592.0336,5456589.236
Theft from Vehicle,2021,4,11,0,0,41XX W 13TH AVE,West Point Grey,485601.6982,5456486.751
Theft from Vehicle,2021,6,20,20,0,41XX W 16TH AVE,West Point Grey,485497.2796,5456185.137
Theft from Vehicle,2021,1,14,15,30,41XX W 16TH AVE,Dunbar-Southlands,485637.873,5456156.151
Theft from Vehicle,2021,6,11,17,0,41XX W 29TH AVE,Dunbar-Southlands,485437.6433,5454925.975
Theft from Vehicle,2021,5,22,0,33,41XX W 8TH AVE,West Point Grey,485511.5737,5456974.962
Theft from Vehicle,2021,8,16,9,0,41XX W 8TH AVE,West Point Grey,485688.261,5456979.516
Theft from Vehicle,2021,10,9,2,15,41XX WELWYN ST,Kensington-Cedar Cottage,494906.0809,5455034.792
Theft from Vehicle,2021,6,8,21,0,41XX WINDSOR ST,Kensington-Cedar Cottage,493899.0052,5455090.139
Theft from Vehicle,2021,3,2,13,0,42XX ATLIN ST,Renfrew-Collingwood,496667.4678,5454923.371
Theft from Vehicle,2021,4,13,11,0,42XX BRANT ST,Kensington-Cedar Cottage,495781.6708,5454983.602
Theft from Vehicle,2021,7,15,16,0,42XX COMMERCIAL ST,Kensington-Cedar Cottage,495069.4507,5454931.522
Theft from Vehicle,2021,9,8,9,30,42XX FRASER ST,Kensington-Cedar Cottage,493441.4865,5454942.408
Theft from Vehicle,2021,9,13,22,0,42XX KASLO ST,Renfrew-Collingwood,496567.2277,5454916.382
Theft from Vehicle,2021,12,21,6,50,42XX LAUREL ST,South Cambie,490913.8947,5454988.783
Theft from Vehicle,2021,1,14,20,30,42XX MAIN ST,Riley Park,492639.7354,5454884.825
Theft from Vehicle,2021,7,26,17,0,42XX MAIN ST,Riley Park,492639.7354,5454884.825
Theft from Vehicle,2021,11,9,10,15,42XX MAIN ST,Riley Park,492642.9448,5454947.433
Theft from Vehicle,2021,3,1,15,2,42XX MARGUERITE ST,Shaughnessy,489462.7448,5454997.296
Theft from Vehicle,2021,6,16,0,0,42XX MILLER ST,Kensington-Cedar Cottage,495010.5252,5454936.542
Theft from Vehicle,2021,6,17,1,26,42XX MILLER ST,Kensington-Cedar Cottage,495010.7812,5454990.67
Theft from Vehicle,2021,12,3,18,0,42XX PRINCE ALBERT ST,Kensington-Cedar Cottage,493617.4512,5454977.497
Theft from Vehicle,2021,6,27,17,36,42XX SLOCAN ST,Renfrew-Collingwood,496381.6509,5454831.087
Theft from Vehicle,2021,5,24,15,10,42XX SLOCAN ST,Renfrew-Collingwood,496382.0542,5454891.24
Theft from Vehicle,2021,4,10,13,21,42XX STAULO CRES,Musqueam,485277.6621,5452883.945
Theft from Vehicle,2021,6,29,19,30,42XX W 11TH AVE,West Point Grey,485296.8873,5456685.915
Theft from Vehicle,2021,8,31,17,0,42XX W 11TH AVE,West Point Grey,485436.2871,5456684.138
Theft from Vehicle,2021,10,3,23,10,42XX W 12TH AVE,West Point Grey,485387.4035,5456584.813
Theft from Vehicle,2021,5,21,0,0,42XX W 12TH AVE,West Point Grey,485391.8539,5456593.854
Theft from Vehicle,2021,11,27,14,0,42XX W 14TH AVE,West Point Grey,485416.0936,5456381.812
Theft from Vehicle,2021,1,18,1,0,42XX W 16TH AVE,West Point Grey,485374.1067,5456187.659
Theft from Vehicle,2021,1,20,4,5,42XX W 16TH AVE,Dunbar-Southlands,485424.8416,5456161.712
Theft from Vehicle,2021,11,4,0,0,42XX W 9TH AVE,West Point Grey,485261.8725,5456886.929
Theft from Vehicle,2021,9,5,23,0,42XX WELWYN ST,Kensington-Cedar Cottage,494913.8194,5454950.241
Theft from Vehicle,2021,2,25,1,30,43XX ATLIN ST,Renfrew-Collingwood,496666.2267,5454765.544
Theft from Vehicle,2021,3,9,21,30,43XX BEATRICE ST,Kensington-Cedar Cottage,495163.4031,5454835.033
Theft from Vehicle,2021,7,28,17,0,43XX BEATRICE ST,Kensington-Cedar Cottage,495164.0251,5454865.536
Theft from Vehicle,2021,7,20,16,0,43XX CAMBIE ST,Riley Park,491614.9379,5454920.189
Theft from Vehicle,2021,11,10,18,0,43XX CYPRESS ST,Shaughnessy,489158.2854,5454936.877
Theft from Vehicle,2021,1,10,19,0,43XX CYPRESS ST,Shaughnessy,489167.2601,5454923.067
Theft from Vehicle,2021,8,15,19,0,43XX CYPRESS ST,Shaughnessy,489168.0064,5454983.725
Theft from Vehicle,2021,9,13,2,55,43XX DUMFRIES ST,Kensington-Cedar Cottage,494659.9508,5454845.936
Theft from Vehicle,2021,4,11,0,1,43XX FRASER ST,Riley Park,493430.8081,5454856.071
Theft from Vehicle,2021,3,11,11,2,43XX HEATHER ST,South Cambie,491237.8847,5454923.43
Theft from Vehicle,2021,6,4,8,0,43XX JERICHO CIRC,West Point Grey,485183.5879,5457462.376
Theft from Vehicle,2021,9,13,1,0,43XX KASLO ST,Renfrew-Collingwood,496575.7552,5454798.705
Theft from Vehicle,2021,2,21,3,0,43XX KNIGHT ST,Kensington-Cedar Cottage,494453.9799,5454765.569
Theft from Vehicle,2021,3,15,14,0,43XX LOCARNO CRES,West Point Grey,485206.7926,5457359.106
Theft from Vehicle,2021,10,23,19,0,43XX MILLER ST,Kensington-Cedar Cottage,494981.0116,5454910.773
Theft from Vehicle,2021,2,1,21,0,43XX ONTARIO ST,Riley Park,492355.3868,5454904.763
Theft from Vehicle,2021,10,4,19,0,43XX OSLER ST,Shaughnessy,490549.2503,5454880.646
Theft from Vehicle,2021,3,3,0,0,43XX PERRY ST,Kensington-Cedar Cottage,494802.3922,5454841.746
Theft from Vehicle,2021,6,20,13,0,43XX PERRY ST,Kensington-Cedar Cottage,494812.3382,5454875.419
Theft from Vehicle,2021,1,26,8,30,43XX ROSS ST,Kensington-Cedar Cottage,494074.2642,5454797.892
Theft from Vehicle,2021,7,13,17,0,43XX SOPHIA ST,Riley Park,492778.0109,5454865.742
Theft from Vehicle,2021,3,22,5,0,43XX ST CATHERINES ST,Kensington-Cedar Cottage,493744.278,5454759.766
Theft from Vehicle,2021,3,23,17,0,43XX ST CATHERINES ST,Kensington-Cedar Cottage,493756.2278,5454846.318
Theft from Vehicle,2021,3,23,17,15,43XX ST CATHERINES ST,Kensington-Cedar Cottage,493756.2278,5454846.318
Theft from Vehicle,2021,6,15,15,30,43XX SW MARINE DR,Musqueam,485255.5326,5453753.69
Theft from Vehicle,2021,12,13,0,0,43XX W 10TH AVE,West Point Grey,485107.6277,5456803.178
Theft from Vehicle,2021,11,10,7,0,43XX W 10TH AVE,West Point Grey,485150.1336,5456802.065
Theft from Vehicle,2021,5,23,6,42,43XX W 11TH AVE,West Point Grey,485220.0583,5456686.982
Theft from Vehicle,2021,7,14,4,43,43XX W 12TH AVE,West Point Grey,485200.3114,5456589.244
Theft from Vehicle,2021,4,14,20,0,43XX W 12TH AVE,West Point Grey,485212.9792,5456588.947
Theft from Vehicle,2021,8,1,16,0,43XX W 14TH AVE,West Point Grey,485049.7874,5456400.43
Theft from Vehicle,2021,5,20,22,30,43XX W 14TH AVE,West Point Grey,485143.5732,5456388.918
Theft from Vehicle,2021,1,19,23,0,43XX W 3RD AVE,West Point Grey,485237.6432,5457508.742
Theft from Vehicle,2021,6,2,23,0,44XX FLEMING ST,Kensington-Cedar Cottage,494746.6991,5454663.741
Theft from Vehicle,2021,4,28,2,0,44XX HAGGART ST,Arbutus Ridge,488177.3403,5454912.101
Theft from Vehicle,2021,8,23,18,30,44XX JOHN ST,Riley Park,492914.1299,5454656.707
Theft from Vehicle,2021,4,20,20,0,44XX NW MARINE DR,West Point Grey,484934.9106,5458014.995
Theft from Vehicle,2021,5,17,0,0,44XX NW MARINE DR,West Point Grey,484934.9106,5458014.995
Theft from Vehicle,2021,3,18,15,0,44XX OAK ST,South Cambie,490713.7147,5454766.294
Theft from Vehicle,2021,8,19,10,30,44XX OAK ST,South Cambie,490713.7147,5454766.294
Theft from Vehicle,2021,8,16,2,30,44XX SLOCAN ST,Renfrew-Collingwood,496390.4399,5454723.243
Theft from Vehicle,2021,11,25,10,0,44XX SOPHIA ST,Riley Park,492826.7076,5454711.158
Theft from Vehicle,2021,3,7,23,0,44XX VICTORIA DR,Kensington-Cedar Cottage,495261.3988,5454723.486
Theft from Vehicle,2021,3,31,12,0,44XX W 12TH AVE,West Point Grey,484846.0676,5456597.513
Theft from Vehicle,2021,9,28,4,20,44XX W 13TH AVE,West Point Grey,484784.1628,5456498.835
Theft from Vehicle,2021,3,31,20,0,44XX W 14TH AVE,West Point Grey,484823.9969,5456397.181
Theft from Vehicle,2021,6,16,23,30,44XX W 4TH AVE,West Point Grey,484815.7015,5457377.948
Theft from Vehicle,2021,3,20,2,0,44XX W 5TH AVE,West Point Grey,484954.1389,5457277.041
Theft from Vehicle,2021,1,18,22,0,44XX W 5TH AVE,West Point Grey,485008.2229,5457275.102
Theft from Vehicle,2021,8,10,4,8,44XX W 6TH AVE,West Point Grey,484914.6094,5457182.75
Theft from Vehicle,2021,2,22,4,0,44XX W 6TH AVE,West Point Grey,484986.2263,5457180.375
Theft from Vehicle,2021,7,25,0,0,44XX W 8TH AVE,West Point Grey,484920.0139,5456992.398
Theft from Vehicle,2021,6,22,20,0,44XX W 9TH AVE,West Point Grey,484922.2318,5456895.966
Theft from Vehicle,2021,5,23,6,15,44XX W 9TH AVE,West Point Grey,484934.9307,5456895.619
Theft from Vehicle,2021,5,20,17,30,44XX W 9TH AVE,West Point Grey,484985.9764,5456903.372
Theft from Vehicle,2021,2,20,20,0,44XX WALDEN ST,Riley Park,492731.1308,5454654.863
Theft from Vehicle,2021,2,1,0,0,44XX WELWYN ST,Kensington-Cedar Cottage,494901.1668,5454731.068
Theft from Vehicle,2021,12,2,5,0,44XX WELWYN ST,Kensington-Cedar Cottage,494901.2595,5454737.981
Theft from Vehicle,2021,1,4,4,0,44XX WELWYN ST,Kensington-Cedar Cottage,494901.2905,5454740.286
Theft from Vehicle,2021,5,6,20,0,45XX BELLEVUE DR,West Point Grey,484791.6436,5457469.803
Theft from Vehicle,2021,5,1,0,0,45XX CAMBIE ST,South Cambie,491531.871,5454649.182
